,cleaned_body,pos_score,neu_score,neg_score,compound_score,rating,cs_scaled,sentiment
1595,partner traveled british airway return toronto london specifically chose british airway heard great thing booked standard world traveler seat wow disappointed heard economy seat great bother upgrade although try closer flight date nothing available hour flight night uncomfortable neither u able catch sleep first flight middle row basically rubbing elbow neighbour entire flight knee sore day unable stretch way back decided try seat selection thought selected emergency exit row mistaken option choose basically paid extra seat uncomfortable disappointed overall experience known would gone budget airline saved couple buck,0.133,0.674,0.192,-0.5574,0.1,0.21370375993117757,negative
1597,review new british airway club europe business class seat appalled refit british airway plane appear concentrated getting much money possible nothing partner ft long leg fit economy seat therefore paid substantial amount money cost economy ticket fly club europe flown club europe year ago large leather seat extra legroom large armrest service received felt special time refit mean seat normal economy class middle seat tray top clipped seat major disappointment suffered issue previous reviewer felt forced pay extra reserve seat assured together offered choice food drink service row seat row entire cabin personal air conditioning left feeling absolutely ripped pushing refund never fly experience,0.107,0.777,0.116,-0.4767,0.2,0.2545417742017104,negative
1598,know walking approach british airway boeing fleet without exception tired tatty retired year ago monthly british airway customer lhr phx route dread either flight premium economy cabin uncomfortable legroom front bulkhead seat limited extreme due avod box installed seat plus seat fixing positioned leg always unable extended straight seat uncomfortable adjustable headrest always slip back irrespective positioned seat adjustment button seldom function correctly entertainment actually see picture satnav sized screen better person british airway currently offering premium product cost actually providing mediocre reality cabin staff hit miss every good member half dozen miserable one going motion great airline many year catch,0.118,0.739,0.143,-0.2561,0.2,0.36617580081979656,negative
1599,uncomfortable cabin sat miserly seat pitch something expect budget airline british airway new slim seat upholstered dark grey leather attractive look seated seat back front practically hold magazine front read twist side hold magazine aisle order able focus print future avoid flying british airway within europe,0.078,0.784,0.138,-0.4767,0.1,0.2545417742017104,negative
1600,travelled british airway singapore london miami return bad experience decided never fly british airway ever british airway crew enforce rule passenger must put seat upright meal time keep reminding crew inform passenger front straighten seat trip passenger sitting behind requested recline seat hitting leg real test came ife disrupted several row passenger hr flight ife overhead reading light crew assistance function crew made check informed u problem could fixed next hr affected passenger endure situation could watch movie read work computer night flight light switched meal service distressing see british airway crew treat situation nonchalantly,0.026,0.871,0.103,-0.7783,0.2,0.1019179191336471,negative
1601,wanted ensure wife sat together club europe part cabin constantly checking availability seat checked sat th sunday th occasion seat available total therefore felt could wait tues st online check wanted ensure sat next wife mind pre booked seat ensure sat together extra however checked seat availability th tues st shocked see plenty seat available saw felt forced cheated pay extra left bitter taste mouth angry way treated flight delayed hour min without explanation ok thing happen explanation delayed would appreciated time cabin crew came round supposed lunch close pm time cabin crew reached u could offer u choice food thing left fish therefore left tray front u salad bowl bread roll empty cup empty glass napkin various cutlery totally useless food eat eventually crew managed find chicken dish could eat club europe cabin sectioned economy class passenger passenger constantly walking past u use toilet facility meant club europe passenger several complaint fellow passenger make announcement facility however stop constant flow passenger,0.068,0.754,0.178,-0.9467,0.1,0.016699559738879627,negative
1605,british airway club europe business class seat pitch feel like budget carrier never mind advertising puff disappointed trip sad british airway pull trick,0.087,0.657,0.256,-0.5994,0.1,0.19244977480896713,negative
1609,hong kong heathrow return thought new aircraft would enjoyable wrong sat seat going coming back uncomfortable seat ever entertainment box seat front tall room foot box middle armrest go half way flown long haul many time would worst experience ever,0.113,0.693,0.194,-0.6249,0.1,0.17954556955619655,negative
1610,flown lax heathrow world traveller plus seat able survive return standard economy seat awful inhumane seat front reclines trapped armrest way large person awful time getting seat would hate middle row bad unhealthy seating,0.0,0.583,0.417,-0.9638,0.2,0.008046151510551098,negative
1611,flew syd lhr return trip recently surgery left leg outbound stood hour syd cabin crew decided leg sticking far insufficient room get leg seat return seat offered better leg room despite many empty seat allocated two large next carry case keep leg elevated meant two trapped seat ask see dr letter understand going staff best avoid eye contact passenger presumably case asked something headset socket work staff blamed previous crew could write state toilet rather forget saw suffice say drank nothing flight ensure bathroom visit required experience left quite certain never book,0.104,0.777,0.12,-0.1776,0.4,0.4059005111077375,negative
1612,flying london mauritius back way footrest working broken reported crew nothing reported arrival return lgw week later run aircraft seat fixed addition wife broken well time reported crew engineer temporary fix soon broke dinner breakfast worst presented year frequent flying grey green omelette undercooked sausage eat old wt cabin even properly working seat good food economy drink plastic paper cup really poor product ashamed would travel long haul cabin ever offer poor value money great discomfort save go club possible choose another airline route whose premium economy life claim,0.136,0.641,0.223,-0.9032,0.1,0.038712615758311836,negative
1617,travelled long haul premium economy number airline used service long haul however trip margin worst experienced long haul fear hype investment premium economy seat founded hour seat broken stop refuel singapore came heathrow sore seat service satisfactory became leg flight staff helpful seat discomfort would choose long haul last resort,0.101,0.626,0.273,-0.9062,0.3,0.037194473963868234,negative
